trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
6376,16:52:00,16:52:00,118,4,,0,0,3.778,0
6376,16:53:00,16:53:00,119,5,,0,0,4.246,0
6376,16:54:00,16:54:00,120,6,,0,0,4.653,1
6376,16:54:00,16:54:00,121,7,,0,0,5.005,0
6376,16:54:00,16:54:00,122,8,,0,0,5.331,0
6376,16:55:00,16:55:00,169,9,,0,0,5.494,0
6376,16:55:00,16:55:00,163,10,,0,0,5.925,0
6376,16:56:00,16:56:00,176,11,,0,0,6.251,0
6376,16:57:00,16:57:00,155,12,,0,0,6.787,0
6376,16:59:00,16:59:00,177,13,,0,0,8.336,0
6376,16:59:00,16:59:00,178,14,,0,0,8.651,0
6376,17:00:00,17:00:00,123,15,,0,0,9.110,0
6376,17:02:00,17:02:00,191,16,,0,0,10.472,0
6376,17:03:00,17:03:00,124,17,,0,0,11.044,1
6376,17:03:00,17:03:00,125,18,,0,0,11.341,0
6376,17:04:00,17:04:00,126,19,,0,0,11.643,0
6376,17:04:00,17:04:00,127,20,,0,0,11.984,0
6376,17:05:00,17:05:00,128,21,,0,0,12.283,0
6376,17:07:00,17:07:00,129,22,,0,0,13.094,1
6376,17:08:00,17:08:00,130,23,,0,0,13.567,0
6376,17:09:00,17:09:00,131,24,,0,0,13.959,0
6376,17:12:00,17:12:00,170,25,,0,0,14.868,1
6376,17:15:00,17:15:00,83,26,,0,0,15.976,0
6376,17:19:00,17:19:00,190,27,,0,0,17.348,0
6376,17:20:00,17:20:00,86,28,,0,0,17.695,0
6376,17:22:00,17:22:00,148,29,,0,0,18.213,1
6436,17:30:00,17:30:00,85,0,,0,0,0.000,1
6436,17:31:00,17:31:00,86,1,,0,0,0.554,0
6436,17:34:00,17:34:00,115,2,,0,0,2.503,0
6436,17:35:00,17:35:00,116,3,,0,0,2.984,0
6436,17:37:00,17:37:00,118,4,,0,0,3.778,0
6436,17:38:00,17:38:00,119,5,,0,0,4.246,0
6436,17:39:00,17:39:00,120,6,,0,0,4.653,1
6436,17:39:00,17:39:00,121,7,,0,0,5.005,0
6436,17:39:00,17:39:00,122,8,,0,0,5.331,0
6436,17:40:00,17:40:00,169,9,,0,0,5.494,0
6436,17:40:00,17:40:00,163,10,,0,0,5.925,0
6436,17:41:00,17:41:00,176,11,,0,0,6.251,0
6436,17:42:00,17:42:00,155,12,,0,0,6.787,0
6436,17:44:00,17:44:00,177,13,,0,0,8.336,0
6436,17:44:00,17:44:00,178,14,,0,0,8.651,0
6436,17:45:00,17:45:00,123,15,,0,0,9.110,0
6436,17:47:00,17:47:00,191,16,,0,0,10.472,0
6436,17:48:00,17:48:00,124,17,,0,0,11.044,1
6436,17:48:00,17:48:00,125,18,,0,0,11.341,0
6436,17:49:00,17:49:00,126,19,,0,0,11.643,0
6436,17:49:00,17:49:00,127,20,,0,0,11.984,0
6436,17:50:00,17:50:00,128,21,,0,0,12.283,0
6436,17:52:00,17:52:00,129,22,,0,0,13.094,1
6436,17:53:00,17:53:00,130,23,,0,0,13.567,0
6436,17:54:00,17:54:00,131,24,,0,0,13.959,0
6436,17:57:00,17:57:00,170,25,,0,0,14.868,1
6436,18:00:00,18:00:00,83,26,,0,0,15.976,0
6436,18:04:00,18:04:00,190,27,,0,0,17.348,0
6436,18:05:00,18:05:00,86,28,,0,0,17.695,0
6436,18:07:00,18:07:00,148,29,,0,0,18.213,1
6497,08:45:00,08:45:00,85,0,,0,0,0.000,1
6497,08:46:00,08:46:00,86,1,,0,0,0.554,0
6497,08:50:00,08:50:00,114,2,,0,0,2.655,1
6497,08:51:00,08:51:00,172,3,,0,0,3.372,0
6497,08:51:00,08:51:00,164,4,,0,0,3.915,0
6497,08:53:00,08:53:00,173,5,,0,0,4.675,1
6497,08:55:00,08:55:00,188,6,,0,0,6.655,0
6497,08:57:00,08:57:00,133,7,,0,0,7.375,1
6497,08:58:00,08:58:00,189,8,,0,0,8.001,0
6497,09:00:00,09:00:00,190,9,,0,0,9.405,0
6497,09:01:00,09:01:00,86,10,,0,0,9.752,0
6497,09:02:00,09:02:00,148,11,,0,0,10.270,1
6521,10:15:00,10:15:00,85,0,,0,0,0.000,1
6521,10:16:00,10:16:00,86,1,,0,0,0.554,0
6521,10:20:00,10:20:00,114,2,,0,0,2.655,1
6521,10:21:00,10:21:00,172,3,,0,0,3.372,0
6521,10:21:00,10:21:00,164,4,,0,0,3.915,0
6521,10:23:00,10:23:00,173,5,,0,0,4.675,1
6521,10:25:00,10:25:00,188,6,,0,0,6.655,0
6521,10:27:00,10:27:00,133,7,,0,0,7.375,1
6521,10:28:00,10:28:00,189,8,,0,0,8.001,0
6521,10:30:00,10:30:00,190,9,,0,0,9.405,0
6521,10:31:00,10:31:00,86,10,,0,0,9.752,0
6521,10:32:00,10:32:00,148,11,,0,0,10.270,1
6545,11:42:00,11:42:00,85,0,,0,0,0.000,1
6545,11:43:00,11:43:00,86,1,,0,0,0.554,0
6545,11:47:00,11:47:00,114,2,,0,0,2.655,1
6545,11:48:00,11:48:00,172,3,,0,0,3.372,0
6545,11:48:00,11:48:00,164,4,,0,0,3.915,0
6545,11:50:00,11:50:00,173,5,,0,0,4.675,1
6545,11:52:00,11:52:00,188,6,,0,0,6.655,0
6545,11:54:00,11:54:00,133,7,,0,0,7.375,1
6545,11:55:00,11:55:00,189,8,,0,0,8.001,0
6545,11:57:00,11:57:00,190,9,,0,0,9.405,0
6545,11:58:00,11:58:00,86,10,,0,0,9.752,0
6545,11:59:00,11:59:00,148,11,,0,0,10.270,1
6569,14:42:00,14:42:00,85,0,,0,0,0.000,1
6569,14:43:00,14:43:00,86,1,,0,0,0.554,0
6569,14:47:00,14:47:00,114,2,,0,0,2.655,1
6569,14:48:00,14:48:00,172,3,,0,0,3.372,0
6569,14:48:00,14:48:00,164,4,,0,0,3.915,0
6569,14:50:00,14:50:00,173,5,,0,0,4.675,1
6569,14:52:00,14:52:00,188,6,,0,0,6.655,0
6569,14:54:00,14:54:00,133,7,,0,0,7.375,1
6569,14:55:00,14:55:00,189,8,,0,0,8.001,0
6569,14:57:00,14:57:00,190,9,,0,0,9.405,0
6569,14:58:00,14:58:00,86,10,,0,0,9.752,0
6569,14:59:00,14:59:00,148,11,,0,0,10.270,1
6594,07:40:00,07:40:00,85,0,,0,0,0.000,1
6594,07:41:00,07:41:00,86,1,,0,0,0.554,0
6594,07:45:00,07:45:00,114,2,,0,0,2.655,1
6594,07:46:00,07:46:00,172,3,,0,0,3.372,0
6594,07:46:00,07:46:00,164,4,,0,0,3.915,0
6594,07:48:00,07:48:00,173,5,,0,0,4.675,1
6594,07:50:00,07:50:00,188,6,,0,0,6.655,0
6594,07:52:00,07:52:00,133,7,,0,0,7.375,1
6594,07:53:00,07:53:00,189,8,,0,0,8.001,0
6594,07:55:00,07:55:00,190,9,,0,0,9.405,0
6594,07:56:00,07:56:00,86,10,,0,0,9.752,0
6594,07:57:00,07:57:00,148,11,,0,0,10.270,1
6618,09:30:00,09:30:00,85,0,,0,0,0.000,1
6618,09:31:00,09:31:00,86,1,,0,0,0.554,0
6618,09:35:00,09:35:00,114,2,,0,0,2.655,1
6618,09:36:00,09:36:00,172,3,,0,0,3.372,0
6618,09:36:00,09:36:00,164,4,,0,0,3.915,0
6618,09:38:00,09:38:00,173,5,,0,0,4.675,1
6618,09:40:00,09:40:00,188,6,,0,0,6.655,0
6618,09:42:00,09:42:00,133,7,,0,0,7.375,1
6618,09:43:00,09:43:00,189,8,,0,0,8.001,0
6618,09:45:00,09:45:00,190,9,,0,0,9.405,0
6618,09:46:00,09:46:00,86,10,,0,0,9.752,0
6618,09:47:00,09:47:00,148,11,,0,0,10.270,1
6642,11:00:00,11:00:00,85,0,,0,0,0.000,1
6642,11:01:00,11:01:00,86,1,,0,0,0.554,0
6642,11:05:00,11:05:00,114,2,,0,0,2.655,1
6642,11:06:00,11:06:00,172,3,,0,0,3.372,0
6642,11:06:00,11:06:00,164,4,,0,0,3.915,0
6642,11:08:00,11:08:00,173,5,,0,0,4.675,1
6642,11:10:00,11:10:00,188,6,,0,0,6.655,0
6642,11:12:00,11:12:00,133,7,,0,0,7.375,1
6642,11:13:00,11:13:00,189,8,,0,0,8.001,0
6642,11:15:00,11:15:00,190,9,,0,0,9.405,0
6642,11:16:00,11:16:00,86,10,,0,0,9.752,0
6642,11:17:00,11:17:00,148,11,,0,0,10.270,1
6666,13:42:00,13:42:00,85,0,,0,0,0.000,1
6666,13:43:00,13:43:00,86,1,,0,0,0.554,0
6666,13:47:00,13:47:00,114,2,,0,0,2.655,1
6666,13:48:00,13:48:00,172,3,,0,0,3.372,0
6666,13:48:00,13:48:00,164,4,,0,0,3.915,0
6666,13:50:00,13:50:00,173,5,,0,0,4.675,1
6666,13:52:00,13:52:00,188,6,,0,0,6.655,0
6666,13:54:00,13:54:00,133,7,,0,0,7.375,1
6666,13:55:00,13:55:00,189,8,,0,0,8.001,0
6666,13:57:00,13:57:00,190,9,,0,0,9.405,0
6666,13:58:00,13:58:00,86,10,,0,0,9.752,0
6666,13:59:00,13:59:00,148,11,,0,0,10.270,1
6690,15:20:00,15:20:00,85,0,,0,0,0.000,1
6690,15:21:00,15:21:00,86,1,,0,0,0.554,0
6690,15:25:00,15:25:00,114,2,,0,0,2.655,1
6690,15:26:00,15:26:00,172,3,,0,0,3.372,0
6690,15:26:00,15:26:00,164,4,,0,0,3.915,0
6690,15:28:00,15:28:00,173,5,,0,0,4.675,1
6690,15:30:00,15:30:00,188,6,,0,0,6.655,0
6690,15:32:00,15:32:00,133,7,,0,0,7.375,1
6690,15:33:00,15:33:00,189,8,,0,0,8.001,0
6690,15:35:00,15:35:00,190,9,,0,0,9.405,0
6690,15:36:00,15:36:00,86,10,,0,0,9.752,0
6690,15:37:00,15:37:00,148,11,,0,0,10.270,1
6714,17:10:00,17:10:00,85,0,,0,0,0.000,1
6714,17:11:00,17:11:00,86,1,,0,0,0.554,0
6714,17:15:00,17:15:00,114,2,,0,0,2.655,1
6714,17:16:00,17:16:00,172,3,,0,0,3.372,0
6714,17:16:00,17:16:00,164,4,,0,0,3.915,0
6714,17:18:00,17:18:00,173,5,,0,0,4.675,1
6714,17:20:00,17:20:00,188,6,,0,0,6.655,0
6714,17:22:00,17:22:00,133,7,,0,0,7.375,1
6714,17:23:00,17:23:00,189,8,,0,0,8.001,0
6714,17:25:00,17:25:00,190,9,,0,0,9.405,0
6714,17:26:00,17:26:00,86,10,,0,0,9.752,0
6714,17:27:00,17:27:00,148,11,,0,0,10.270,1
